CounDist,BoroCD,AssemDist,the_geom,CongDist,StSenDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID
1,101,65,POINT (-74.01710799999995 40.70845200000008),10,26,MN01068,W THAMES ST,SOUTH END AV,-74.017108,40.708452,1591,1,Manhattan,WEST THAMES STREET,0018150,24,0
4,108,76,POINT (-73.95867599999997 40.76881300000008),12,28,MN0107,E 72 ST,2 AV,-73.958676,40.768813,1592,1,Manhattan,EAST 72 STREET,0036572,23273,0
3,104,75,POINT (-73.99576699999994 40.759881000000064),10,27,MN01070,W 42 ST,10 AV,-73.995767,40.759881,1593,1,Manhattan,WEST 42 STREET,0106081,1728,0
1,101,65,POINT (-74.00638299999997 40.706016000000034),10,26,MN01074,WATER ST,MAIDEN LANE,-74.006383,40.706016,1594,1,Manhattan,WATER STREET,0023308,123,0
1,101,65,POINT (-74.00935099999998 40.703985000000046),10,26,MN01075,WATER ST,HANOVER SQ,-74.009351,40.703985,1595,1,Manhattan,WATER STREET,0023137,118,0
1,103,65,POINT (-73.98465499999998 40.71302600000007),7,26,MN01076,MADISON ST,MONTGOMERY ST,-73.984655,40.713026,1596,1,Manhattan,MADISON STREET,0024540,16575,0
1,103,65,POINT (-73.98648299999996 40.71285800000004),7,26,MN01077,MADISON ST,CLINTON ST,-73.986483,40.712858,1597,1,Manhattan,MADISON STREET,9003307,16574,0
2,103,74,POINT (-73.97946699999994 40.72308700000008),12,26,MN01079,AV C,E 5 ST,-73.979467,40.723087,1598,1,Manhattan,AVENUE C,9000735,2098,9001240
4,108,76,POINT (-73.95866699999993 40.769003000000055),12,28,MN0108,E 72 ST,2 AV,-73.958667,40.769003,1599,1,Manhattan,EAST 72 STREET,0036572,23273,0
2,103,74,POINT (-73.97832999999997 40.72037700000004),7,26,MN01080,AV D,E HOUSTON ST,-73.97833,40.720377,1600,1,Manhattan,AVENUE D,9000831,2751,9001312
3,104,67,POINT (-73.99486099999996 40.76590200000004),10,31,MN01083,W 50 ST,11 AV,-73.994861,40.765902,1601,1,Manhattan,WEST 50 STREET,0164732,80015,0
3,104,75,POINT (-73.99609899999996 40.74439300000006),12,27,MN01084,W 23 ST,7 AV,-73.996099,40.744393,1602,1,Manhattan,WEST 23 STREET,0033638,1167,0
8,111,68,POINT (-73.95046899999994 40.79211500000008),13,30,MN01085,MADISON AV,E 104 ST,-73.950469,40.792115,1603,1,Manhattan,MADISON AVENUE,0037827,3530,23682
8,111,68,POINT (-73.94952899999998 40.79338800000005),13,30,MN01086,MADISON AV,E 106 ST,-73.949529,40.793388,1604,1,Manhattan,MADISON AVENUE,9007878,3532,9002029
9,111,68,POINT (-73.94517399999995 40.80023900000003),13,30,MN01088,E 116 ST,MADISON AV,-73.945174,40.800239,1605,1,Manhattan,EAST 116 STREET,0038807,26890,0
9,111,68,POINT (-73.94616399999995 40.800658000000055),13,30,MN01089,E 116 ST,5 AV,-73.946164,40.800658,1606,1,Manhattan,EAST 116 STREET,0038807,26890,0
8,111,68,POINT (-73.94584699999996 40.79843900000003),13,30,MN01090,MADISON AV,E 114 ST,-73.945847,40.798439,1607,1,Manhattan,MADISON AVENUE,9006035,120541,9002290
9,111,68,POINT (-73.93944799999997 40.80723300000005),13,30,MN01091,MADISON AV,E 127 ST,-73.939448,40.807233,1608,1,Manhattan,MADISON AVENUE,0069097,3552,0
8,111,68,POINT (-73.94282899999996 40.799248000000034),13,30,MN01092,E 116 ST,PARK AV,-73.942829,40.799248,1609,1,Manhattan,EAST 116 STREET,0166527,26886,0
2,103,74,POINT (-73.97562899999997 40.72516800000005),12,27,MN01093,E 10 ST,AV D,-73.975629,40.725168,1610,1,Manhattan,EAST 10 STREET,0034609,3973,0
8,111,68,POINT (-73.94302399999998 40.78534600000006),13,29,MN01096,1 AV,E 99 ST,-73.943024,40.785346,1611,1,Manhattan,1 AVENUE,0038059,2710,0
8,111,68,POINT (-73.94156399999997 40.78735700000004),13,30,MN01097,1 AV,E 102 ST,-73.941564,40.787357,1612,1,Manhattan,1 AVENUE,0068353,2713,0
8,111,68,POINT (-73.93728199999998 40.79321200000004),13,30,MN01098,1 AV,E 111 ST,-73.937282,40.793212,1613,1,Manhattan,1 AVENUE,0068452,2722,0
8,111,68,POINT (-73.93808599999994 40.797251000000074),13,29,MN01099,E 116 ST,2 AV,-73.938086,40.797251,1614,1,Manhattan,EAST 116 STREET,0068387,26884,0
4,108,76,POINT (-73.96050099999997 40.76608600000003),12,28,MN0110,2 AV,E 68 ST,-73.960501,40.766086,1615,1,Manhattan,2 AVENUE,0036560,2146,0
8,111,68,POINT (-73.95183099999997 40.790204000000074),13,30,MN01102,MADISON AV,E 101 ST,-73.951831,40.790204,1616,1,Manhattan,MADISON AVENUE,9006774,3527,23679
8,111,68,POINT (-73.95102499999996 40.79133000000007),13,30,MN01103,MADISON AV,E 102 ST,-73.951025,40.79133,1617,1,Manhattan,MADISON AVENUE,0037825,3529,0
8,111,68,POINT (-73.93391699999995 40.80249900000007),13,30,MN01105,2 AV,E 125 ST,-73.933917,40.802499,1618,1,Manhattan,2 AVENUE,0069277,2201,0
10,112,72,POINT (-73.92798299999998 40.85707000000008),13,31,MN01106,FT GEORGE AV,FT GEORGE HILL,-73.927983,40.85707,1619,1,Manhattan,IRT-1-BROADWAY/ 7 AVENUE LINE,8104306,0,0
10,112,72,POINT (-73.93534199999993 40.841814000000056),13,31,MN01108,AMSTERDAM AV,W 171 ST,-73.935342,40.841814,1620,1,Manhattan,AMSTERDAM AVENUE,0071072,3890,0
10,112,72,POINT (-73.93352399999998 40.855098000000055),13,31,MN01109,BROADWAY,W 189 ST,-73.933524,40.855098,1621,1,Manhattan,BROADWAY,0072430,3036,0
10,112,71,POINT (-73.93984799999998 40.84128300000003),13,31,MN01110,BROADWAY,W 168 ST,-73.939848,40.841283,1622,1,Manhattan,BROADWAY,0190835,2918,78894
7,112,71,POINT (-73.94206099999997 40.838253000000066),13,31,MN01112,BROADWAY,W 164 ST,-73.942061,40.838253,1623,1,Manhattan,BROADWAY,0158722,2913,0
2,106,74,POINT (-73.98133399999995 40.73817400000007),12,28,MN01113,E 23 ST,2 AV,-73.981334,40.738174,1624,1,Manhattan,EAST 23 STREET,0033173,4328,0
2,103,74,POINT (-73.98030499999999 40.71647400000006),7,26,MN01116,DELANCEY ST,COLUMBIA ST,-73.980305,40.716474,1625,1,Manhattan,DELANCEY STREET,9007829,4191,9001191
10,112,71,POINT (-73.93139799999994 40.85952100000003),13,31,MN01117,BROADWAY,BENNETT AV,-73.931398,40.859521,1626,1,Manhattan,BROADWAY,0111249,3043,44391
10,112,72,POINT (-73.93157899999994 40.85847200000006),13,31,MN01118,BROADWAY,W 193 ST,-73.931579,40.858472,1627,1,Manhattan,BROADWAY,0111243,3041,0
10,112,71,POINT (-73.94088299999999 40.84426300000007),13,31,MN01119,FT WASHINGTON AV,W 171 ST,-73.940883,40.844263,1628,1,Manhattan,FT WASHINGTON AVENUE,0070727,28155,0
4,108,76,POINT (-73.96229999999997 40.763614000000075),12,28,MN0112,2 AV,E 64 ST,-73.9623,40.763614,1629,1,Manhattan,63 STREET LINE,0304766,0,0
10,112,71,POINT (-73.93921399999994 40.843755000000044),13,31,MN01120,BROADWAY,W 172 ST,-73.939214,40.843755,1630,1,Manhattan,BROADWAY,0070917,3015,0
10,112,72,POINT (-73.91434299999997 40.87086100000005),13,31,MN01122,BROADWAY,W 218 ST,-73.914343,40.870861,1631,1,Manhattan,BROADWAY,0270713,155406,9037699
6,107,69,POINT (-73.96877999999998 40.791345000000035),10,30,MN01123,COLUMBUS AV,W 94 ST,-73.96878,40.791345,1632,1,Manhattan,COLUMBUS AVENUE,0037332,2261,0
3,104,75,POINT (-73.99380899999994 40.761720000000025),10,27,MN01127,10 AV,W 45 ST,-73.993809,40.76172,1633,1,Manhattan,10 AVENUE,0033758,1282,0
3,104,67,POINT (-73.98599899999994 40.76814600000006),10,27,MN01128,W 57 ST,9 AV,-73.985999,40.768146,1634,1,Manhattan,WEST 57 STREET,0034116,79960,0
3,104,66,POINT (-74.00291899999996 40.74001700000008),10,27,MN01129,W 14 ST,8 AV,-74.002919,40.740017,1635,1,Manhattan,WEST 14 STREET,0215772,114470,9026821
4,106,73,POINT (-73.96881399999995 40.75471700000003),12,28,MN0113,2 AV,E 50 ST,-73.968814,40.754717,1636,1,Manhattan,2 AVENUE,0036126,2127,0
3,104,75,POINT (-73.99662399999994 40.753183000000035),10,27,MN01130,9 AV,W 34 ST,-73.996624,40.753183,1637,1,Manhattan,9 AVENUE,0033660,1402,0
3,104,75,POINT (-74.00484099999994 40.74657400000007),10,27,MN01131,10 AV,W 21 ST,-74.004841,40.746574,1638,1,Manhattan,10 AVENUE,0033391,1305,0
3,104,75,POINT (-74.00200599999994 40.75042200000007),10,31,MN01132,10 AV,W 27 ST,-74.002006,40.750422,1639,1,Manhattan,10 AVENUE,0033471,1299,0
4,106,74,POINT (-73.97819299999998 40.73663000000005),12,27,MN01133,E 23 ST,1 AV,-73.978193,40.73663,1640,1,Manhattan,EAST 23 STREET,9009450,0,102688
3,102,66,POINT (-74.00590999999997 40.73544000000004),10,27,MN01134,HUDSON ST,PERRY ST,-74.00591,40.73544,1641,1,Manhattan,HUDSON STREET,0031991,624,0
3,104,75,POINT (-74.00387699999999 40.74785200000008),10,27,MN01136,10 AV,W 23 ST,-74.003877,40.747852,1642,1,Manhattan,10 AVENUE,0227819,122250,9029347
3,104,75,POINT (-73.99238599999995 40.75821300000007),10,27,MN01137,W 42 ST,9 AV,-73.992386,40.758213,1643,1,Manhattan,WEST 42 STREET,0033952,1731,0
6,107,69,POINT (-73.96727999999996 40.79264500000005),10,30,MN01138,W 96 ST,COLUMBUS AV,-73.96728,40.792645,1644,1,Manhattan,WEST 96 STREET,0218733,116954,0
6,107,69,POINT (-73.97340699999995 40.785000000000025),10,29,MN01139,COLUMBUS AV,W 84 ST,-73.973407,40.785,1645,1,Manhattan,COLUMBUS AVENUE,0037212,2251,0
4,108,73,POINT (-73.96380499999998 40.76158200000003),12,28,MN0114,2 AV,E 61 ST,-73.963805,40.761582,1646,1,Manhattan,2 AVENUE,0036375,2139,0
3,104,75,POINT (-73.99475499999994 40.760429000000045),10,27,MN01141,10 AV,W 42 ST,-73.994755,40.760429,1647,1,Manhattan,10 AVENUE,0033754,1280,0
1,102,65,POINT (-73.99346599999996 40.72223900000006),7,26,MN01142,BOWERY,PRINCE ST,-73.993466,40.722239,1648,1,Manhattan,BOWERY,0275331,159653,9038429
2,103,74,POINT (-73.97861199999994 40.724252000000035),12,27,MN01143,AV C,E 7 ST,-73.978612,40.724252,1649,1,Manhattan,AVENUE C,0034599,2096,0
2,103,74,POINT (-73.97840899999994 40.71963200000005),7,26,MN01144,E HOUSTON ST,Columbia St,-73.978409,40.719632,1650,1,Manhattan,EAST HOUSTON STREET,0158911,3291,0
1,102,66,POINT (-73.99971899999997 40.72665200000006),10,26,MN01145,W HOUSTON ST,W BROADWAY,-73.999719,40.726652,1651,1,Manhattan,WEST HOUSTON STREET,0158825,72511,0
7,109,70,POINT (-73.95440299999996 40.81613500000003),13,30,MN01146,AMSTERDAM AV,W 131 ST,-73.954403,40.816135,1652,1,Manhattan,AMSTERDAM AVENUE,9001362,3848,9001875
10,112,71,POINT (-73.93727499999994 40.85356400000006),13,31,MN01147,FT WASHINGTON AV,W 185 ST,-73.937275,40.853564,1653,1,Manhattan,FT WASHINGTON AVENUE,0072404,28182,0
6,107,67,POINT (-73.98239999999998 40.77527200000003),10,27,MN01148,BROADWAY,W 68 ST,-73.9824,40.775272,1654,1,Manhattan,BROADWAY,0158597,2821,0
2,103,74,POINT (-73.97712399999995 40.722019000000046),7,26,MN01149,AV D,E 5 ST,-73.977124,40.722019,1655,1,Manhattan,AVENUE D,9000852,2741,9001393
6,107,67,POINT (-73.98269299999998 40.77411500000005),10,27,MN01150,W 66 ST,BROADWAY,-73.982693,40.774115,1656,1,Manhattan,WEST 66 STREET,0164874,79984,0
6,107,75,POINT (-73.98130399999997 40.77352300000007),10,27,MN01151,W 66 ST,COLUMBUS AV,-73.981304,40.773523,1657,1,Manhattan,WEST 66 STREET,0037065,79987,0
6,107,67,POINT (-73.98255299999994 40.77888100000007),10,29,MN01152,W 72 ST,BROADWAY,-73.982553,40.778881,1658,1,Manhattan,WEST 72 STREET,0034505,16614,0
6,107,69,POINT (-73.97105699999997 40.78822100000008),10,29,MN01153,COLUMBUS AV,W 89 ST,-73.971057,40.788221,1659,1,Manhattan,COLUMBUS AVENUE,0037320,2256,0
5,108,76,POINT (-73.95569699999999 40.76757200000003),12,28,MN01156,E 72 ST,1 AV,-73.955697,40.767572,1660,1,Manhattan,EAST 72 STREET,0036673,23275,0
1,103,65,POINT (-73.99656499999998 40.71514600000006),7,26,MN01159,BOWERY,BAYARD ST,-73.996565,40.715146,1661,1,Manhattan,MANHATTAN BRIDGE PEDESTRIAN PATH,0252013,140958,9034098
5,108,76,POINT (-73.95755099999997 40.76141400000006),12,28,MN01160,YORK AV,E 63 ST,-73.957551,40.761414,1662,1,Manhattan,YORK AVENUE,0036547,19507,0
5,108,76,POINT (-73.95160599999997 40.76958900000005),12,28,MN01161,YORK AV,E 76 ST,-73.951606,40.769589,1663,1,Manhattan,YORK AVENUE,0036807,19494,0
1,102,66,POINT (-74.00511899999998 40.72241600000007),10,26,MN01166,6 AV,CANAL ST,-74.005119,40.722416,1664,1,Manhattan,AVENUE OF THE AMERICAS,0110915,1037,0
2,103,65,POINT (-73.99151199999994 40.72396200000003),12,26,MN01167,E HOUSTON ST,2 AV,-73.991512,40.723962,1665,1,Manhattan,EAST HOUSTON STREET,0262614,3334,0
2,103,65,POINT (-73.98401699999994 40.721685000000036),12,26,MN01168,E HOUSTON ST,AV B,-73.984017,40.721685,1666,1,Manhattan,EAST HOUSTON STREET,0158702,3325,0
4,106,73,POINT (-73.96698199999997 40.75721900000008),12,28,MN0117,2 AV,E 54 ST,-73.966982,40.757219,1667,1,Manhattan,2 AVENUE,0036250,2131,0
5,108,76,POINT (-73.95619799999997 40.76325700000007),12,28,MN01171,YORK AV,E 66 ST,-73.956198,40.763257,1668,1,Manhattan,YORK AVENUE,0036654,19504,0
5,108,76,POINT (-73.95009299999998 40.771660000000054),12,28,MN01172,YORK AV,E 79 ST,-73.950093,40.77166,1669,1,Manhattan,YORK AVENUE,0037742,19491,0
5,108,76,POINT (-73.94871399999994 40.77353400000004),12,28,MN01173,YORK AV,E 82 ST,-73.948714,40.773534,1670,1,Manhattan,YORK AVENUE,0037857,19479,0
5,108,76,POINT (-73.94644799999998 40.77706900000004),12,28,MN01174,YORK AV,E 88 ST,-73.946448,40.777069,1671,1,Manhattan,YORK AVENUE,0037997,19483,0
5,108,76,POINT (-73.94837099999995 40.77443100000005),12,28,MN01175,YORK AV,E 84 ST,-73.948371,40.774431,1672,1,Manhattan,YORK AVENUE,0037859,19478,0
5,108,76,POINT (-73.95165699999995 40.769926000000055),12,28,MN01176,YORK AV,E 77 ST,-73.951657,40.769926,1673,1,Manhattan,YORK AVENUE,0036807,19494,0
5,111,68,POINT (-73.94999399999995 40.78735400000005),13,30,MN01177,LEXINGTON AV,E 98 ST,-73.949994,40.787354,1674,1,Manhattan,LEXINGTON AVENUE,9004785,3411,9002013
4,106,73,POINT (-73.96553299999994 40.75952100000006),12,28,MN0118,E 57 ST,2 AV,-73.965533,40.759521,1675,1,Manhattan,EAST 57 STREET,0165544,82180,0
3,104,67,POINT (-73.99044099999998 40.76633300000003),10,27,MN01180,10 AV,W 53 ST,-73.990441,40.766333,1676,1,Manhattan,10 AVENUE,0033865,1289,0
1,101,66,POINT (-74.00764599999997 40.71513200000004),10,26,MN01181,CHURCH ST,CHAMBERS  ST,-74.007646,40.715132,1677,1,Manhattan,CHURCH STREET,0023394,150,0
2,105,75,POINT (-73.98847199999994 40.743288000000064),12,28,MN01182,5 AV,W 26 ST,-73.988472,40.743288,1678,1,Manhattan,5 AVENUE,0033018,1926,0
6,107,69,POINT (-73.97466299999996 40.787653000000034),10,29,MN01185,W 86 ST,AMSTERDAM AV,-73.974663,40.787653,1679,1,Manhattan,WEST 86 STREET,0302030,176465,0
10,112,72,POINT (-73.93308799999994 40.85558700000007),13,31,MN01186,BROADWAY,W 189 ST,-73.933088,40.855587,1680,1,Manhattan,BROADWAY,0072432,3037,0
10,112,71,POINT (-73.93764799999997 40.852363000000025),13,31,MN01187,FT WASHINGTON AV,W 183 ST,-73.937648,40.852363,1681,1,Manhattan,FT WASHINGTON AVENUE,0070990,28181,0
6,107,67,POINT (-73.97719599999994 40.78721600000006),10,31,MN01188,BROADWAY,W 84 ST,-73.977196,40.787216,1682,1,Manhattan,BROADWAY,0158630,3002,0
6,107,75,POINT (-73.98152099999999 40.77269800000005),10,27,MN01191,W 65 ST,BROADWAY,-73.981521,40.772698,1683,1,Manhattan,WEST 65 STREET,0037063,4270,0
2,103,74,POINT (-73.98082499999998 40.72150600000003),12,26,MN01192,AV C,E 3 ST,-73.980825,40.721506,1684,1,Manhattan,AVENUE C,0033218,2101,0
4,108,76,POINT (-73.96018199999997 40.77009300000003),12,28,MN01198,3 AV,E 72 ST,-73.960182,40.770093,1685,1,Manhattan,3 AVENUE,0036571,3668,0
3,104,67,POINT (-73.98857999999996 40.76888700000006),10,27,MN01200,10 AV,W 57 ST,-73.98858,40.768887,1686,1,Manhattan,10 AVENUE,0033992,1293,0
2,103,74,POINT (-73.97976099999994 40.71772900000008),7,26,MN01201,COLUMBIA ST,RIVINGTON ST,-73.979761,40.717729,1687,1,Manhattan,COLUMBIA STREET,9003115,4018,9001205
2,103,74,POINT (-73.98553099999998 40.72348400000004),12,26,MN01202,AV A,E 3 ST,-73.985531,40.723484,1688,1,Manhattan,AVENUE A,9003358,4353,0
1,103,65,POINT (-73.98889499999996 40.716964000000075),12,26,MN01203,ESSEX ST,GRAND ST,-73.988895,40.716964,1689,1,Manhattan,ESSEX STREET,9000402,99024,9000824
1,103,65,POINT (-73.98551199999997 40.713104000000044),7,26,MN01204,MADISON ST,MONTGOMERY ST,-73.985512,40.713104,1690,1,Manhattan,MADISON STREET,9003310,16574,9000944
3,104,67,POINT (-73.98532899999998 40.76764700000007),10,27,MN01205,W 57 ST,9 AV,-73.985329,40.767647,1691,1,Manhattan,WEST 57 STREET,0034114,79959,0
6,107,67,POINT (-73.98652799999996 40.77582600000005),10,27,MN01206,W 66 ST,WEST END AV,-73.986528,40.775826,1692,1,Manhattan,WEST 66 STREET,0034391,79983,0
8,111,68,POINT (-73.93976299999997 40.797731000000056),13,29,MN01209,E 116 ST,3 AV,-73.939763,40.797731,1693,1,Manhattan,EAST 116 STREET,0068387,26884,0
8,111,68,POINT (-73.93505299999998 40.79596900000007),13,29,MN01210,E 116 ST,1 AV,-73.935053,40.795969,1694,1,Manhattan,EAST 116 STREET,0294245,172142,9045223
8,111,68,POINT (-73.94872799999996 40.794504000000074),13,30,MN01211,MADISON AV,E 107 ST,-73.948728,40.794504,1695,1,Manhattan,MADISON AVENUE,9008105,3534,9002084
5,108,76,POINT (-73.95635799999997 40.76349300000004),12,28,MN01212,YORK AV,E 67 ST,-73.956358,40.763493,1696,1,Manhattan,YORK AVENUE,0036654,19504,0
1,101,66,POINT (-74.00509799999998 40.72106000000008),10,26,MN01213,6 AV,W BROADWAY,-74.005098,40.72106,1697,1,Manhattan,AVENUE OF THE AMERICAS,0031813,1040,20213
2,106,74,POINT (-73.98273999999998 40.73915800000003),12,28,MN01214,3 AV,E 24 ST,-73.98274,40.739158,1698,1,Manhattan,3 AVENUE,0033172,3728,0
9,110,70,POINT (-73.94648399999994 40.82009800000003),13,30,MN01217,ST NICHOLAS AV,W 139 ST,-73.946484,40.820098,1699,1,Manhattan,ST NICHOLAS AVENUE,0038775,19670,0
9,110,70,POINT (-73.95748299999997 40.80136200000004),13,30,MN01218,FREDERICK DOUGLASS BLVD,W 111 ST,-73.957483,40.801362,1700,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,0038345,19287,0
9,110,70,POINT (-73.95002999999997 40.81194300000004),13,30,MN01219,FREDERICK DOUGLASS BLVD,W 128 ST,-73.95003,40.811943,1701,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9007662,19250,9002007
9,110,70,POINT (-73.94931599999995 40.81292600000006),13,30,MN01220,FREDERICK DOUGLASS BLVD,W 129 ST,-73.949316,40.812926,1702,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9007736,19252,24221
10,112,71,POINT (-73.93936699999995 40.84267100000005),13,31,MN01221,BROADWAY,W 170 ST,-73.939367,40.842671,1703,1,Manhattan,BROADWAY,0070915,3014,0
7,107,69,POINT (-73.96072599999997 40.801469000000054),13,30,MN01222,W 110 ST,COLUMBUS AV,-73.960726,40.801469,1704,1,Manhattan,CATHEDRAL PARKWAY,0038334,23239,0
7,109,69,POINT (-73.96149699999995 40.811627000000044),10,30,MN01226,BROADWAY,W 122 ST,-73.961497,40.811627,1705,1,Manhattan,BROADWAY,0144985,2874,0
7,109,71,POINT (-73.94826599999993 40.824133000000074),13,31,MN01227,AMSTERDAM AV,W 143 ST,-73.948266,40.824133,1706,1,Manhattan,AMSTERDAM AVENUE,0038795,3859,0
2,105,75,POINT (-73.98456999999996 40.745400000000075),12,28,MN01230,MADISON AV,E 30 ST,-73.98457,40.7454,1707,1,Manhattan,MADISON AVENUE,0034006,3580,0
2,105,75,POINT (-73.98366099999998 40.74664900000005),12,28,MN01231,MADISON AV,E 32 ST & E 33 ST,-73.983661,40.746649,1708,1,Manhattan,MADISON AVENUE,0034030,3578,0
7,112,71,POINT (-73.94849399999998 40.835995000000025),13,31,MN01232,RIVERSIDE DR WEST,W 158 ST & W 160 ST,-73.948494,40.835995,1709,1,Manhattan,RIVERSIDE DRIVE WEST,9009024,3199,0
3,105,75,POINT (-73.98249399999997 40.76703100000003),12,27,MN01234,8 AV,W 57 ST,-73.982494,40.767031,1710,1,Manhattan,8 AVENUE,0034115,1148,0
9,111,68,POINT (-73.94223799999997 40.803446000000065),13,30,MN01236,MADISON AV,E 121 ST,-73.942238,40.803446,1711,1,Manhattan,MADISON AVENUE,0069057,3546,0
4,105,67,POINT (-73.98147199999994 40.76602200000008),12,27,MN01237,W 57 ST,BROADWAY,-73.981472,40.766022,1712,1,Manhattan,WEST 57 STREET,0034245,79957,0
7,112,71,POINT (-73.94361099999998 40.83547600000003),13,31,MN01238,BROADWAY,W 159 ST,-73.943611,40.835476,1713,1,Manhattan,BROADWAY,0159214,2930,0
7,112,71,POINT (-73.94186599999995 40.83330100000006),13,31,MN01239,AMSTERDAM AV,W 158 ST,-73.941866,40.833301,1714,1,Manhattan,AMSTERDAM AVENUE,9000035,3873,9002577
4,105,75,POINT (-73.97683799999999 40.764058000000034),12,28,MN01242,W 57 ST,6 AV,-73.976838,40.764058,1715,1,Manhattan,WEST 57 STREET,0036012,79956,0
3,105,75,POINT (-73.98227599999996 40.766575000000046),12,27,MN01244,W 57 ST,BROADWAY,-73.982276,40.766575,1716,1,Manhattan,WEST 57 STREET,0271246,155803,0
10,112,72,POINT (-73.93721399999998 40.836276000000055),13,31,MN01246,EDGECOMBE AV,W 164 ST,-73.937214,40.836276,1717,1,Manhattan,EDGECOMBE AVENUE,0070868,81540,0
7,107,69,POINT (-73.96264799999994 40.79903400000006),13,30,MN01247,W 106 ST,COLUMBUS AV,-73.962648,40.799034,1718,1,Manhattan,WEST 106 STREET,0038230,23246,0
2,106,74,POINT (-73.98054999999994 40.73761900000005),12,27,MN01249,E 23 ST,2 AV,-73.98055,40.737619,1719,1,Manhattan,EAST 23 STREET,0033291,4329,0
7,107,69,POINT (-73.96812999999997 40.79691200000008),13,30,MN01250,AMSTERDAM AV,W 100 ST,-73.96813,40.796912,1720,1,Manhattan,AMSTERDAM AVENUE,9002967,3820,9001628
3,102,66,POINT (-73.99935299999999 40.73830700000008),10,27,MN01251,W 14 ST,7 AV,-73.999353,40.738307,1721,1,Manhattan,WEST 14 STREET,0032627,79854,0
6,107,67,POINT (-73.97888799999998 40.78564200000005),10,29,MN01253,BROADWAY,W 82 ST,-73.978888,40.785642,1722,1,Manhattan,BROADWAY,0159058,3101,0
8,111,68,POINT (-73.94272099999995 40.79085200000003),13,29,MN01254,E 106 ST,2 AV,-73.942721,40.790852,1723,1,Manhattan,EAST 106 STREET,0218423,116711,0
7,107,69,POINT (-73.95939999999996 40.80090000000007),13,30,MN01255,W 110 ST,MANHATTAN AV,-73.9594,40.8009,1724,1,Manhattan,CATHEDRAL PARKWAY,0038338,23238,0
9,110,70,POINT (-73.94259499999998 40.82172000000003),13,30,MN01257,FREDERICK DOUGLASS BLVD,W 143 ST,-73.942595,40.82172,1725,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9000058,19266,9002530
9,110,70,POINT (-73.94987299999997 40.811747000000025),13,30,MN01258,FREDERICK DOUGLASS BLVD,W 127 ST,-73.949873,40.811747,1726,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9007662,19250,9002007
9,110,70,POINT (-73.94346299999995 40.82052200000004),13,30,MN01259,FREDERICK DOUGLASS BLVD,W 141 ST,-73.943463,40.820522,1727,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9000048,19264,9002465
4,106,73,POINT (-73.97256699999997 40.74955600000004),12,27,MN0126,2 AV,E 42 ST,-73.972567,40.749556,1728,1,Manhattan,2 AVENUE,0035942,2119,0
9,110,71,POINT (-73.93799399999995 40.823443000000054),13,30,MN01260,ADAM CLAYTON POWELL BLVD,W 148 ST,-73.937994,40.823443,1729,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,0158817,19147,0
9,110,71,POINT (-73.93780299999997 40.82306700000004),13,30,MN01261,ADAM CLAYTON POWELL BLVD,W 147 ST,-73.937803,40.823067,1730,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,0133985,19190,0
9,110,70,POINT (-73.94729099999995 40.81074400000006),13,30,MN01262,ADAM CLAYTON POWELL BLVD,W 128 ST,-73.947291,40.810744,1731,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,9007613,19167,0
6,107,67,POINT (-73.98369199999996 40.775589000000025),10,27,MN01264,AMSTERDAM AV,W 67 ST,-73.983692,40.775589,1732,1,Manhattan,AMSTERDAM AVENUE,0034393,3934,0
1,101,66,POINT (-74.00567099999995 40.71673000000004),10,26,MN01265,WORTH ST,CHURCH ST,-74.005671,40.71673,1733,1,Manhattan,WORTH STREET,0031774,79830,0
9,110,70,POINT (-73.94580699999995 40.80178700000005),13,30,MN01267,5 AV,W 118 ST,-73.945807,40.801787,1734,1,Manhattan,5 AVENUE,0038821,2017,0
9,110,70,POINT (-73.94904399999996 40.81287400000008),13,30,MN01268,FREDERICK DOUGLASS BLVD,W 129 ST,-73.949044,40.812874,1735,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,9007736,19252,0
9,110,71,POINT (-73.93695099999997 40.82424600000007),13,30,MN01269,ADAM CLAYTON POWELL BLVD,W 149 ST,-73.936951,40.824246,1736,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,0133983,19188,87709
4,106,73,POINT (-73.97249599999998 40.750054000000034),12,27,MN0127,E 42 ST,2 AV,-73.972496,40.750054,1737,1,Manhattan,EAST 42 STREET,0127609,73424,0
6,107,67,POINT (-73.98201799999998 40.77415000000008),10,27,MN01270,BROADWAY,W 66 ST,-73.982018,40.77415,1738,1,Manhattan,BROADWAY,0158596,2838,0
5,108,76,POINT (-73.95346799999999 40.779304000000025),12,28,MN01271,3 AV,E 87 ST,-73.953468,40.779304,1739,1,Manhattan,3 AVENUE,0037669,3682,23647
